v_max_label,v_max,cumulative_return,annual_return,sharpe,max_drawdown,hit_ratio,exposure,trades,sharpe_same_close
P50,0.007736724885386337,0.0202978954282651,0.010158736230577503,0.23820878160928463,-0.07434443653017164,0.5280898876404494,0.17764471057884232,35,-0.017832749354985467
P60,0.008723874388465423,0.019028164329196295,0.009526220143989406,0.1915012763085076,-0.10101930220596345,0.5467625899280576,0.2774451097804391,25,0.5562128831912635
P70,0.010099005518120884,0.019782978285957764,0.00990227762596163,0.16411852562623785,-0.11444191144166305,0.5279187817258884,0.3932135728542914,49,0.3724747986699695
P75,0.010878564976735464,0.0071565601394343314,0.00359332784204347,0.08491711630694301,-0.1558053395098864,0.5238095238095238,0.46107784431137727,45,0.241496536906029
P80,0.011795334506166719,-0.04659555491437872,-0.023715168344467297,-0.15807708736779422,-0.2127882219241346,0.5035211267605634,0.5668662674650699,45,0.29465284523998225
P90,0.014926829035148725,-0.041901176709485344,-0.02130020888938,-0.06772775491581368,-0.26393336115450683,0.5065274151436031,0.7644710578842315,41,0.12818469634459873
P95,0.0182542780641299,0.08052602542615128,0.039724601420279004,0.3064105269154268,-0.24776397452010712,0.5077605321507761,0.9001996007984032,25,0.48872123576859666
